Sample_ID_for_Batchregistration	Plate_Position_	breed	origin
1875_Sheep	20_C_7	Linca	
1876_Sheep	20_D_7	Linca	
1877_Sheep	20_E_7	Linca	
1878_Sheep	20_F_7	Linca	
1879_Cattle	20_G_7	Guabalá	
1880_Cattle	20_H_7	Guaymi	
1881_Cattle	20_A_8	Guaymi	
1882_Cattle	20_B_8	Guaymi	
1883_Cattle	20_C_8	Guaymi	
1884_Cattle	20_D_8	Guaymi	
1885_Sheep	20_E_8	Carinthian	
1886_Sheep	20_F_8	Carinthian	
1887_Sheep	20_G_8	Comisana	
1888_Sheep	20_H_8	Comisana	
1889_Sheep	20_A_9	Comisana	
1890_Sheep	20_B_9	Comisana	
1891_Sheep	20_C_9	Massese	
1892_Sheep	20_D_9	Massese	
1893_Sheep	20_E_9	Massese	
1894_Sheep	20_F_9	Massese	
1895_Sheep	20_G_9	Exmoor_Horn	
1896_Sheep	20_H_9	Exmoor_Horn	
1897_Sheep	20_A_10	Exmoor_Horn	
1898_Sheep	20_B_10	Exmoor_Horn	
1899_Sheep	20_C_10	Scottish_Blackface	
1900_Sheep	20_D_10	Scottish_Blackface	
1901_Sheep	20_E_10	Scottish_Blackface	
1902_Sheep	20_F_10	Scottish_Blackface	
1903_Sheep	20_G_10	Kihnu	
1904_Sheep	20_H_10	Kihnu	
1905_Sheep	20_A_11	Kihnu	
1906_Sheep	20_B_11	Kihnu	
1907_Sheep	20_C_11	Merino_Preto	
1908_Sheep	20_D_11	Merino_Preto	
1909_Sheep	20_E_11	Nera_Di_Arbus	
1910_Sheep	20_F_11	Nera_Di_Arbus	
1911_Sheep	20_G_11	Nera_Di_Arbus	
1912_Sheep	20_H_11	Nera_Di_Arbus	
1913_Sheep	20_A_12	Churra_da_Terra_Quente	
1914_Sheep	20_B_12	Churra_da_Terra_Quente	
1915_Sheep	20_C_12	Churra_da_Terra_Quente	
1916_Sheep	20_D_12	Churra_da_Terra_Quente	
1917_Sheep	20_E_12	Campaniça	
1918_Sheep	20_F_12	Campaniça	
1919_Sheep	20_G_12	Campaniça	
1920_Horse	20_H_12	Burguete	
9999.1_Pig	NA	NEW	NEW
9999.2_Pig	NA	NEW	NEW
9999.3_Pig	NA	NEW	NEW
9999.4_Pig	NA	NEW	NEW
9999.5_Pig	NA	NEW	NEW
